,start_dt,stop_dt,activation_state,fishing_net,behaviour,group_size,date,sequence,file
13085.json,2021-07-09 11:13:29.358532119,2021-07-09 11:13:30.380689712,Control,Present,,,2021-07-09 11:13:00,2021-07-09_11:09,2021-07-09_11:13
8226.json,2020-07-13 07:22:41.132651091,2020-07-13 07:22:42.360235453,Control,Present,Travelling,10.0,2020-07-13 07:22:00,2020-07-13_07:18,2020-07-13_07:22
10470.json,2020-07-16 08:27:51.648394728,2020-07-16 08:27:51.946009413,DUR,Absent,Foraging,40.0,2020-07-16 08:27:00,2020-07-16_08:23,2020-07-16_08:27
2720.json,2020-07-18 08:48:18.077589655,2020-07-18 08:48:18.208093788,AFT,Present,Socialising,10.0,2020-07-18 08:48:00,2020-07-18_08:45,2020-07-18_08:48
2102.json,2022-07-17 18:43:44.601278465,2022-07-17 18:43:45.149211185,DUR,Absent,Travelling,10.0,2022-07-17 18:43:00,2022-07-17_18:41,2022-07-17_18:43
3695.json,2022-07-18 19:09:04.613519439,2022-07-18 19:09:05.351929633,DUR,Absent,Foraging,4.0,2022-07-18 19:09:00,2022-07-18_19:03,2022-07-18_19:09
4821.json,2022-07-18 17:50:48.341947298,2022-07-18 17:50:48.751733755,BEF,Absent,Attraction,12.0,2022-07-18 17:50:00,2022-07-18_17:37,2022-07-18_17:50
2073.json,2022-07-17 17:31:05.927432624,2022-07-17 17:31:06.363221273,DUR,Absent,Foraging,5.0,2022-07-17 17:31:00,2022-07-17_17:21,2022-07-17_17:31
11481.json,2020-07-16 08:26:20.597527970,2020-07-16 08:26:21.461171961,DUR,Absent,Foraging,40.0,2020-07-16 08:26:00,2020-07-16_08:23,2020-07-16_08:26
12569.json,2020-07-16 09:07:22.224518845,2020-07-16 09:07:22.637016316,DUR,Present,Travelling,5.0,2020-07-16 09:07:00,2020-07-16_08:58,2020-07-16_09:07
2593.json,2022-07-17 17:54:26.208562475,2022-07-17 17:54:26.756748976,DUR+AFT,Absent,Foraging,8.0,2022-07-17 17:54:00,2022-07-17_17:21,2022-07-17_17:54
9167.json,2020-07-17 08:59:32.270457358,2020-07-17 08:59:32.557141226,DUR,Present,Travelling,4.0,2020-07-17 08:59:00,2020-07-17_08:57,2020-07-17_08:59
7037.json,2020-07-12 09:40:23.166203851,2020-07-12 09:40:23.763027003,Control,Present,Attraction,15.0,2020-07-12 09:40:00,2020-07-12_09:39,2020-07-12_09:40
12504.json,2020-07-16 09:01:01.602765674,2020-07-16 09:01:02.310326701,DUR,Present,Travelling,6.0,2020-07-16 09:01:00,2020-07-16_08:58,2020-07-16_09:01
4637.json,2022-07-18 19:50:20.437791301,2022-07-18 19:50:20.614726171,DUR,Absent,Foraging,10.0,2022-07-18 19:50:00,2022-07-18_19:28,2022-07-18_19:50
9524.json,2020-07-17 09:01:47.855092567,2020-07-17 09:01:48.101257483,DUR,Present,Attraction,4.0,2020-07-17 09:01:00,2020-07-17_08:57,2020-07-17_09:01
7557.json,2020-07-13 06:46:11.347970795,2020-07-13 06:46:11.883594722,Control,Present,Attraction,12.0,2020-07-13 06:46:00,2020-07-13_06:37,2020-07-13_06:46
5353.json,2022-07-18 19:12:55.509266291,2022-07-18 19:12:55.642983657,DUR,Absent,Foraging,4.0,2022-07-18 19:12:00,2022-07-18_19:03,2022-07-18_19:12
9209.json,2020-07-17 09:21:46.411992231,2020-07-17 09:21:46.630143393,DUR+AFT,Present,Milling,10.0,2020-07-17 09:21:00,2020-07-17_09:17,2020-07-17_09:21
11518.json,2020-07-16 08:26:26.024191820,2020-07-16 08:26:26.378083311,DUR,Absent,Foraging,40.0,2020-07-16 08:26:00,2020-07-16_08:23,2020-07-16_08:26
11496.json,2020-07-16 08:26:06.111188135,2020-07-16 08:26:07.970863512,DUR,Absent,Foraging,40.0,2020-07-16 08:26:00,2020-07-16_08:23,2020-07-16_08:26
5035.json,2022-07-18 18:54:13.411351043,2022-07-18 18:54:13.515674622,DUR,Absent,Foraging,5.0,2022-07-18 18:54:00,2022-07-18_18:23,2022-07-18_18:54
7729.json,2020-07-13 06:42:36.345843473,2020-07-13 06:42:36.654817480,BEF+DUR,Present,Attraction,10.0,2020-07-13 06:42:00,2020-07-13_06:37,2020-07-13_06:42
10922.json,2020-07-16 10:21:20.293294227,2020-07-16 10:21:21.307021526,DUR+AFT,Present,Milling,5.0,2020-07-16 10:21:00,2020-07-16_10:21,2020-07-16_10:21
9988.json,2020-07-16 09:57:49.194427696,2020-07-16 09:57:49.509212356,DUR,Present,Travelling,7.0,2020-07-16 09:57:00,2020-07-16_09:51,2020-07-16_09:57
3136.json,2020-07-18 08:58:36.696907913,2020-07-18 08:58:37.320978765,BEF+DUR,Present,Travelling,20.0,2020-07-18 08:58:00,2020-07-18_08:57,2020-07-18_08:58
6106.json,2020-07-12 13:45:09.704843213,2020-07-12 13:45:09.843965183,DUR,Present,Attraction,8.0,2020-07-12 13:45:00,2020-07-12_13:42,2020-07-12_13:45
10713.json,2020-07-16 09:40:23.451412471,2020-07-16 09:40:24.212771630,Control,Present,Attraction,5.0,2020-07-16 09:40:00,2020-07-16_09:30,2020-07-16_09:40
935.json,2020-07-11 09:34:04.127449673,2020-07-11 09:34:04.383415545,DUR,Present,Travelling,8.0,2020-07-11 09:34:00,2020-07-11_09:33,2020-07-11_09:34
13109.json,2021-07-09 11:13:27.404900309,2021-07-09 11:13:28.509558869,Control,Present,,,2021-07-09 11:13:00,2021-07-09_11:09,2021-07-09_11:13
514.json,2020-07-11 09:05:32.098970323,2020-07-11 09:05:32.504611087,DUR,Absent,Socialising,8.0,2020-07-11 09:05:00,2020-07-11_08:36,2020-07-11_09:05
11981.json,2020-07-16 08:59:26.809910277,2020-07-16 08:59:27.264976954,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59
10521.json,2020-07-16 09:03:55.312624983,2020-07-16 09:03:55.712571657,DUR,Present,Travelling,6.0,2020-07-16 09:03:00,2020-07-16_08:58,2020-07-16_09:03
13311.json,2021-07-09 11:28:58.678328856,2021-07-09 11:28:59.074865665,Control,Present,,,2021-07-09 11:28:00,2021-07-09_11:09,2021-07-09_11:28
9424.json,2020-07-17 08:43:56.371782345,2020-07-17 08:43:57.309644411,DUR,Present,Travelling,20.0,2020-07-17 08:43:00,2020-07-17_08:37,2020-07-17_08:43
12419.json,2020-07-16 09:38:24.116784429,2020-07-16 09:38:24.676709772,Control,Present,Attraction,5.0,2020-07-16 09:38:00,2020-07-16_09:30,2020-07-16_09:38
7455.json,2020-07-14 09:03:25.459007617,2020-07-14 09:03:26.722763167,Control,Absent,Travelling,6.0,2020-07-14 09:03:00,2020-07-14_08:56,2020-07-14_09:03
1773.json,2022-07-17 17:24:16.158652701,2022-07-17 17:24:16.762315121,DUR,Absent,Milling,10.0,2022-07-17 17:24:00,2022-07-17_17:21,2022-07-17_17:24
10136.json,2020-07-16 09:02:55.474899804,2020-07-16 09:02:56.296236991,DUR,Present,Travelling,6.0,2020-07-16 09:02:00,2020-07-16_08:58,2020-07-16_09:02
2313.json,2022-07-17 17:40:30.791044738,2022-07-17 17:40:31.094324782,DUR,Absent,Attraction,8.0,2022-07-17 17:40:00,2022-07-17_17:21,2022-07-17_17:40
2756.json,2020-07-18 08:23:15.001515648,2020-07-18 08:23:15.242367428,DUR,Present,Travelling,10.0,2020-07-18 08:23:00,2020-07-18_07:53,2020-07-18_08:23
7328.json,2020-07-12 13:21:14.411141292,2020-07-12 13:21:14.798084202,DUR,Present,Travelling,6.0,2020-07-12 13:21:00,2020-07-12_13:20,2020-07-12_13:21
12468.json,2020-07-16 09:01:53.443604957,2020-07-16 09:01:54.034732882,DUR,Present,Travelling,6.0,2020-07-16 09:01:00,2020-07-16_08:58,2020-07-16_09:01
4522.json,2022-07-18 18:24:22.287212184,2022-07-18 18:24:22.738699537,BEF+DUR,Absent,Socialising,3.0,2022-07-18 18:24:00,2022-07-18_18:23,2022-07-18_18:24
12589.json,2020-07-16 09:07:03.048792391,2020-07-16 09:07:03.240601179,DUR,Present,Travelling,5.0,2020-07-16 09:07:00,2020-07-16_08:58,2020-07-16_09:07
5590.json,2020-07-12 10:11:28.388214905,2020-07-12 10:11:28.811269608,Control,Present,Travelling,5.0,2020-07-12 10:11:00,2020-07-12_10:09,2020-07-12_10:11
8927.json,2020-07-13 07:39:03.438985111,2020-07-13 07:39:03.963742085,Control,Present,Attraction,8.0,2020-07-13 07:39:00,2020-07-13_07:32,2020-07-13_07:39
13368.json,2021-07-09 11:21:00.812326134,2021-07-09 11:21:00.923827833,Control,Present,,,2021-07-09 11:21:00,2021-07-09_11:09,2021-07-09_11:21
2168.json,2022-07-17 17:50:20.002076330,2022-07-17 17:50:20.331296731,DUR,Absent,Foraging,8.0,2022-07-17 17:50:00,2022-07-17_17:21,2022-07-17_17:50
11134.json,2020-07-16 10:07:07.964213443,2020-07-16 10:07:08.318327414,DUR,Present,Travelling,8.0,2020-07-16 10:07:00,2020-07-16_10:06,2020-07-16_10:07
4275.json,2022-07-18 17:56:18.240190723,2022-07-18 17:56:19.341463065,DUR,Absent,Foraging,12.0,2022-07-18 17:56:00,2022-07-18_17:37,2022-07-18_17:56
1178.json,2020-07-11 11:51:28.859617447,2020-07-11 11:51:29.110604143,DUR,Present,Foraging,8.0,2020-07-11 11:51:00,2020-07-11_11:40,2020-07-11_11:51
11580.json,2020-07-16 08:25:11.470470604,2020-07-16 08:25:11.830422610,DUR,Absent,Foraging,40.0,2020-07-16 08:25:00,2020-07-16_08:23,2020-07-16_08:25
1426.json,2022-07-17 18:42:39.758107914,2022-07-17 18:42:39.936036339,DUR,Absent,Travelling,10.0,2022-07-17 18:42:00,2022-07-17_18:41,2022-07-17_18:42
5208.json,2022-07-18 19:08:00.994030236,2022-07-18 19:08:01.275618307,DUR,Absent,Foraging,4.0,2022-07-18 19:08:00,2022-07-18_19:03,2022-07-18_19:08
2940.json,2020-07-18 08:59:07.726969737,2020-07-18 08:59:07.884662997,DUR,Present,Travelling,20.0,2020-07-18 08:59:00,2020-07-18_08:57,2020-07-18_08:59
11446.json,2020-07-16 08:26:11.776798092,2020-07-16 08:26:12.223420345,DUR,Absent,Foraging,40.0,2020-07-16 08:26:00,2020-07-16_08:23,2020-07-16_08:26
1946.json,2022-07-17 17:28:37.758365697,2022-07-17 17:28:38.345258486,AFT,Absent,Attraction,5.0,2022-07-17 17:28:00,2022-07-17_17:21,2022-07-17_17:28
1805.json,2022-07-17 17:32:12.927151766,2022-07-17 17:32:13.682322361,DUR,Absent,Foraging,5.0,2022-07-17 17:32:00,2022-07-17_17:21,2022-07-17_17:32
8326.json,2020-07-13 06:44:25.340621250,2020-07-13 06:44:25.892547660,Control,Present,Attraction,10.0,2020-07-13 06:44:00,2020-07-13_06:37,2020-07-13_06:44
687.json,2020-07-11 09:02:02.428883470,2020-07-11 09:02:02.533477596,DUR,Absent,Socialising,8.0,2020-07-11 09:02:00,2020-07-11_08:36,2020-07-11_09:02
8542.json,2020-07-13 08:56:50.958126412,2020-07-13 08:56:51.665111318,Control,Present,Travelling,8.0,2020-07-13 08:56:00,2020-07-13_08:52,2020-07-13_08:56
6170.json,2020-07-12 13:57:26.644447407,2020-07-12 13:57:26.780429276,Control,Present,Travelling,3.0,2020-07-12 13:57:00,2020-07-12_13:42,2020-07-12_13:57
11717.json,2020-07-16 09:06:52.529717660,2020-07-16 09:06:53.022058301,DUR,Present,Travelling,5.0,2020-07-16 09:06:00,2020-07-16_08:58,2020-07-16_09:06
10640.json,2020-07-16 09:03:57.161700507,2020-07-16 09:03:57.437280980,DUR,Present,Travelling,6.0,2020-07-16 09:03:00,2020-07-16_08:58,2020-07-16_09:03
22.json,2020-07-11 09:36:10.270630583,2020-07-11 09:36:10.419057898,DUR,Present,Travelling,8.0,2020-07-11 09:36:00,2020-07-11_09:33,2020-07-11_09:36
7567.json,2020-07-13 06:46:10.744176550,2020-07-13 06:46:11.477007468,Control,Present,Attraction,12.0,2020-07-13 06:46:00,2020-07-13_06:37,2020-07-13_06:46
5924.json,2020-07-12 10:10:23.180909212,2020-07-12 10:10:23.788828156,Control,Present,Travelling,5.0,2020-07-12 10:10:00,2020-07-12_10:09,2020-07-12_10:10
11076.json,2020-07-16 10:07:35.711561455,2020-07-16 10:07:36.945843249,DUR,Present,Travelling,8.0,2020-07-16 10:07:00,2020-07-16_10:06,2020-07-16_10:07
4214.json,2022-07-18 19:18:17.316829316,2022-07-18 19:18:17.433880285,DUR+AFT,Absent,Foraging,4.0,2022-07-18 19:18:00,2022-07-18_19:03,2022-07-18_19:18
7642.json,2020-07-13 11:51:09.446740435,2020-07-13 11:51:09.934675377,DUR,Absent,Travelling,12.0,2020-07-13 11:51:00,2020-07-13_11:41,2020-07-13_11:51
11510.json,2020-07-16 08:26:13.496957065,2020-07-16 08:26:13.981166340,DUR,Absent,Foraging,40.0,2020-07-16 08:26:00,2020-07-16_08:23,2020-07-16_08:26
8221.json,2020-07-13 07:22:46.339421023,2020-07-13 07:22:46.608315882,Control,Present,Travelling,10.0,2020-07-13 07:22:00,2020-07-13_07:18,2020-07-13_07:22
1589.json,2022-07-17 17:41:12.510623790,2022-07-17 17:41:12.678388492,DUR,Absent,Attraction,8.0,2022-07-17 17:41:00,2022-07-17_17:21,2022-07-17_17:41
12954.json,2021-07-09 11:33:07.148756526,2021-07-09 11:33:07.725637927,Control,Present,,,2021-07-09 11:33:00,2021-07-09_11:09,2021-07-09_11:33
11910.json,2020-07-16 08:59:14.497280402,2020-07-16 08:59:14.866156624,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59
2465.json,2022-07-17 17:53:08.523714384,2022-07-17 17:53:08.649061919,DUR,Absent,Foraging,8.0,2022-07-17 17:53:00,2022-07-17_17:21,2022-07-17_17:53
7856.json,2020-07-13 06:43:34.130688468,2020-07-13 06:43:35.112669094,DUR+AFT,Present,Attraction,10.0,2020-07-13 06:43:00,2020-07-13_06:37,2020-07-13_06:43
239.json,2020-07-11 11:44:53.904812692,2020-07-11 11:44:54.151636925,DUR,Present,Travelling,35.0,2020-07-11 11:44:00,2020-07-11_11:40,2020-07-11_11:44
13268.json,2021-07-09 11:12:27.076389815,2021-07-09 11:12:27.484335422,Control,Present,,,2021-07-09 11:12:00,2021-07-09_11:09,2021-07-09_11:12
315.json,2020-07-11 09:38:08.750833222,2020-07-11 09:38:09.502732969,DUR,Present,Attraction,5.0,2020-07-11 09:38:00,2020-07-11_09:33,2020-07-11_09:38
6703.json,2020-07-12 09:42:13.534195441,2020-07-12 09:42:13.750166644,Control,Present,Attraction,15.0,2020-07-12 09:42:00,2020-07-12_09:39,2020-07-12_09:42
2283.json,2022-07-17 17:27:34.788560626,2022-07-17 17:27:35.543372301,DUR+AFT,Absent,Attraction,5.0,2022-07-17 17:27:00,2022-07-17_17:21,2022-07-17_17:27
3367.json,2022-07-18 17:51:23.999650736,2022-07-18 17:51:24.716379061,BEF,Absent,Attraction,12.0,2022-07-18 17:51:00,2022-07-18_17:37,2022-07-18_17:51
11969.json,2020-07-16 08:59:18.692200933,2020-07-16 08:59:19.360164303,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59
3862.json,2022-07-18 19:06:24.910212508,2022-07-18 19:06:25.034022781,DUR,Absent,Foraging,4.0,2022-07-18 19:06:00,2022-07-18_19:03,2022-07-18_19:06
10550.json,2020-07-16 09:03:21.527765956,2020-07-16 09:03:22.891690140,DUR,Present,Travelling,6.0,2020-07-16 09:03:00,2020-07-16_08:58,2020-07-16_09:03
2204.json,2022-07-17 17:30:43.390043999,2022-07-17 17:30:44.388009950,BEF+DUR,Absent,Foraging,5.0,2022-07-17 17:30:00,2022-07-17_17:21,2022-07-17_17:30
9395.json,2020-07-17 09:18:21.351644034,2020-07-17 09:18:21.704183663,BEF+DUR,Present,Milling,10.0,2020-07-17 09:18:00,2020-07-17_09:17,2020-07-17_09:18
4964.json,2022-07-18 18:30:48.561565003,2022-07-18 18:30:48.811611024,AFT,Absent,Foraging,7.0,2022-07-18 18:30:00,2022-07-18_18:23,2022-07-18_18:30
9805.json,2020-07-16 06:56:28.377018403,2020-07-16 06:56:29.286379791,BEF+DUR,Absent,Travelling,6.0,2020-07-16 06:56:00,2020-07-16_06:55,2020-07-16_06:56
10533.json,2020-07-16 09:03:33.252099720,2020-07-16 09:03:33.654778911,DUR,Present,Travelling,6.0,2020-07-16 09:03:00,2020-07-16_08:58,2020-07-16_09:03
3165.json,2020-07-18 08:14:52.874281367,2020-07-18 08:14:53.059993165,DUR,Present,Travelling,4.0,2020-07-18 08:14:00,2020-07-18_07:53,2020-07-18_08:14
9760.json,2020-07-17 09:03:59.597613697,2020-07-17 09:03:59.902761325,AFT,Present,Attraction,4.0,2020-07-17 09:03:00,2020-07-17_08:57,2020-07-17_09:03
5127.json,2022-07-18 17:16:49.950419654,2022-07-18 17:16:51.067130432,DUR+AFT,Absent,Attraction,6.0,2022-07-18 17:16:00,2022-07-18_17:13,2022-07-18_17:16
12697.json,2020-07-16 09:59:00.127982935,2020-07-16 09:59:00.403398486,DUR,Present,Travelling,7.0,2020-07-16 09:59:00,2020-07-16_09:51,2020-07-16_09:59
4908.json,2022-07-18 18:53:21.396757513,2022-07-18 18:53:21.710152487,DUR,Absent,Foraging,5.0,2022-07-18 18:53:00,2022-07-18_18:23,2022-07-18_18:53
9946.json,2020-07-16 09:05:39.162778296,2020-07-16 09:05:39.330755899,DUR,Present,Travelling,5.0,2020-07-16 09:05:00,2020-07-16_08:58,2020-07-16_09:05
7921.json,2020-07-13 06:43:30.271025211,2020-07-13 06:43:30.545538822,DUR+AFT,Present,Attraction,10.0,2020-07-13 06:43:00,2020-07-13_06:37,2020-07-13_06:43
13434.json,2021-07-09 11:14:00.067596815,2021-07-09 11:14:00.429857206,Control,Present,,,2021-07-09 11:14:00,2021-07-09_11:09,2021-07-09_11:14
4236.json,2022-07-18 18:40:42.523699567,2022-07-18 18:40:43.375961538,DUR,Absent,Attraction,5.0,2022-07-18 18:40:00,2022-07-18_18:23,2022-07-18_18:40
900.json,2020-07-11 11:52:15.717904279,2020-07-11 11:52:16.949158294,DUR,Present,Foraging,8.0,2020-07-11 11:52:00,2020-07-11_11:40,2020-07-11_11:52
5857.json,2020-07-12 13:46:27.135136536,2020-07-12 13:46:27.939804105,DUR,Present,Attraction,8.0,2020-07-12 13:46:00,2020-07-12_13:42,2020-07-12_13:46
13121.json,2021-07-09 11:13:55.234311643,2021-07-09 11:13:55.696651669,Control,Present,,,2021-07-09 11:13:00,2021-07-09_11:09,2021-07-09_11:13
8251.json,2020-07-13 07:22:56.694817923,2020-07-13 07:22:57.529572567,Control,Present,Travelling,10.0,2020-07-13 07:22:00,2020-07-13_07:18,2020-07-13_07:22
10499.json,2020-07-16 08:27:39.290761232,2020-07-16 08:27:39.545272752,DUR,Absent,Foraging,40.0,2020-07-16 08:27:00,2020-07-16_08:23,2020-07-16_08:27
6912.json,2020-07-12 09:05:18.405545927,2020-07-12 09:05:18.601476522,BEF+DUR,Present,Attraction,12.0,2020-07-12 09:05:00,2020-07-12_09:03,2020-07-12_09:05
6232.json,2020-07-12 13:57:22.085055326,2020-07-12 13:57:22.572990268,Control,Present,Travelling,3.0,2020-07-12 13:57:00,2020-07-12_13:42,2020-07-12_13:57
6134.json,2020-07-12 13:45:22.888997342,2020-07-12 13:45:23.672440829,DUR,Present,Attraction,8.0,2020-07-12 13:45:00,2020-07-12_13:42,2020-07-12_13:45
13079.json,2021-07-09 11:13:59.872017064,2021-07-09 11:14:00.000000000,Control,Present,,,2021-07-09 11:13:00,2021-07-09_11:09,2021-07-09_11:13
9454.json,2020-07-17 08:15:02.224365460,2020-07-17 08:15:02.612971501,AFT,Present,Attraction,7.0,2020-07-17 08:15:00,2020-07-17_08:08,2020-07-17_08:15
9035.json,2020-07-13 09:46:09.260699281,2020-07-13 09:46:11.087375260,Control,Absent,Socialising,4.0,2020-07-13 09:46:00,2020-07-13_09:43,2020-07-13_09:46
13137.json,2021-07-09 12:14:04.681867847,2021-07-09 12:14:05.119415664,AFT,Absent,Foraging,12.0,2021-07-09 12:14:00,2021-07-09_12:08,2021-07-09_12:14
8196.json,2020-07-13 09:15:09.675285409,2020-07-13 09:15:09.789944777,Control,Absent,Socialising,5.0,2020-07-13 09:15:00,2020-07-13_09:12,2020-07-13_09:15
614.json,2020-07-11 08:57:00.759898680,2020-07-11 08:57:01.231835755,DUR,Absent,Socialising,8.0,2020-07-11 08:57:00,2020-07-11_08:36,2020-07-11_08:57
2241.json,2022-07-17 17:30:26.421327954,2022-07-17 17:30:26.792146473,BEF+DUR,Absent,Foraging,5.0,2022-07-17 17:30:00,2022-07-17_17:21,2022-07-17_17:30
10327.json,2020-07-16 10:12:33.157096523,2020-07-16 10:12:33.624889258,DUR+AFT,Present,Milling,8.0,2020-07-16 10:12:00,2020-07-16_10:06,2020-07-16_10:12
12104.json,2020-07-16 10:09:34.169766473,2020-07-16 10:09:34.464947619,DUR,Present,Foraging,8.0,2020-07-16 10:09:00,2020-07-16_10:06,2020-07-16_10:09
10548.json,2020-07-16 09:03:36.675368057,2020-07-16 09:03:37.433776762,DUR,Present,Travelling,6.0,2020-07-16 09:03:00,2020-07-16_08:58,2020-07-16_09:03
5290.json,2022-07-18 19:12:29.838662730,2022-07-18 19:12:30.720796491,DUR,Absent,Foraging,4.0,2022-07-18 19:12:00,2022-07-18_19:03,2022-07-18_19:12
12193.json,2020-07-16 09:36:18.389548060,2020-07-16 09:36:18.645513931,Control,Present,Attraction,5.0,2020-07-16 09:36:00,2020-07-16_09:30,2020-07-16_09:36
7540.json,2020-07-13 06:46:16.014228406,2020-07-13 06:46:17.037364715,Control,Present,Attraction,12.0,2020-07-13 06:46:00,2020-07-13_06:37,2020-07-13_06:46
12080.json,2020-07-16 10:09:02.209103689,2020-07-16 10:09:02.464478265,DUR,Present,Foraging,8.0,2020-07-16 10:09:00,2020-07-16_10:06,2020-07-16_10:09
3709.json,2022-07-18 19:17:24.166578551,2022-07-18 19:17:24.491890621,DUR,Absent,Foraging,4.0,2022-07-18 19:17:00,2022-07-18_19:03,2022-07-18_19:17
1073.json,2020-07-11 13:22:18.706686680,2020-07-11 13:22:18.982442350,AFT,Present,Travelling,11.0,2020-07-11 13:22:00,2020-07-11_13:15,2020-07-11_13:22
245.json,2020-07-11 13:20:54.822826972,2020-07-11 13:20:54.987491843,BEF+DUR,Present,Travelling,4.0,2020-07-11 13:20:00,2020-07-11_13:15,2020-07-11_13:20
4949.json,2022-07-18 18:00:37.149146896,2022-07-18 18:00:37.627797511,DUR,Absent,Foraging,12.0,2022-07-18 18:00:00,2022-07-18_17:37,2022-07-18_18:00
13636.json,2021-07-09 11:23:28.869259296,2021-07-09 11:23:30.132355751,Control,Present,,,2021-07-09 11:23:00,2021-07-09_11:09,2021-07-09_11:23
6704.json,2020-07-12 09:42:58.732502280,2020-07-12 09:42:59.280095987,Control,Present,Attraction,15.0,2020-07-12 09:42:00,2020-07-12_09:39,2020-07-12_09:42
2026.json,2022-07-17 18:41:59.177445535,2022-07-17 18:41:59.988855726,BEF,Absent,Travelling,10.0,2022-07-17 18:41:00,2022-07-17_18:41,2022-07-17_18:41
7443.json,2020-07-14 06:44:08.466016038,2020-07-14 06:44:09.016414073,Control,Absent,Travelling,5.0,2020-07-14 06:44:00,2020-07-14_06:42,2020-07-14_06:44
12012.json,2020-07-16 08:59:56.287591040,2020-07-16 08:59:56.496758258,DUR,Present,Milling,4.0,2020-07-16 08:59:00,2020-07-16_08:58,2020-07-16_08:59
4757.json,2022-07-18 16:48:45.932768231,2022-07-18 16:48:46.765658247,Control,Absent,Foraging,6.0,2022-07-18 16:48:00,2022-07-18_16:37,2022-07-18_16:48
6409.json,2020-07-12 13:27:53.929724319,2020-07-12 13:27:54.591322780,BEF+DUR,Present,Attraction,3.0,2020-07-12 13:27:00,2020-07-12_13:20,2020-07-12_13:27
6127.json,2020-07-12 13:45:21.759740095,2020-07-12 13:45:22.192057710,DUR,Present,Attraction,8.0,2020-07-12 13:45:00,2020-07-12_13:42,2020-07-12_13:45
447.json,2020-07-11 11:58:03.780369926,2020-07-11 11:58:04.663948941,DUR,Present,Travelling,6.0,2020-07-11 11:58:00,2020-07-11_11:40,2020-07-11_11:58
1965.json,2022-07-17 17:44:56.345414197,2022-07-17 17:44:56.611173009,DUR,Absent,Foraging,8.0,2022-07-17 17:44:00,2022-07-17_17:21,2022-07-17_17:44
6785.json,2020-07-12 13:56:29.780029329,2020-07-12 13:56:29.892014398,Control,Present,Travelling,3.0,2020-07-12 13:56:00,2020-07-12_13:42,2020-07-12_13:56
4193.json,2022-07-18 19:18:21.912313385,2022-07-18 19:18:22.194344172,DUR+AFT,Absent,Foraging,4.0,2022-07-18 19:18:00,2022-07-18_19:03,2022-07-18_19:18
11281.json,2020-07-16 10:08:11.878416211,2020-07-16 10:08:12.862285029,DUR,Present,Foraging,8.0,2020-07-16 10:08:00,2020-07-16_10:06,2020-07-16_10:08
3813.json,2022-07-18 19:17:25.272284056,2022-07-18 19:17:25.378943751,DUR,Absent,Foraging,4.0,2022-07-18 19:17:00,2022-07-18_19:03,2022-07-18_19:17
5918.json,2020-07-12 10:10:06.892135811,2020-07-12 10:10:07.015064658,Control,Present,Travelling,5.0,2020-07-12 10:10:00,2020-07-12_10:09,2020-07-12_10:10
5888.json,2020-07-12 10:10:56.159544308,2020-07-12 10:10:56.368686566,Control,Present,Travelling,5.0,2020-07-12 10:10:00,2020-07-12_10:09,2020-07-12_10:10
8821.json,2020-07-13 06:39:13.644169523,2020-07-13 06:39:14.006646617,DUR,Absent,Attraction,10.0,2020-07-13 06:39:00,2020-07-13_06:37,2020-07-13_06:39
